"Journal title","ISSN","eISSN","Publisher name","Publisher address"
"JOURNAL OF ALGEBRAIC GEOMETRY","1056-3911","1534-7486","UNIV PRESS INC","C/O AMER MATHEMATICAL SOC, DISTRIBUTOR, 201 CHARLES ST, PROVIDENCE, USA, RI, 02940-2294"
"JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY","0091-6749","1097-6825","MOSBY-ELSEVIER","360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710"
"JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY-IN PRACTICE","2213-2198","2213-2201","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF ALLOYS AND COMPOUNDS","0925-8388","1873-4669","ELSEVIER SCIENCE SA","PO BOX 564, LAUSANNE, SWITZERLAND, 1001"
"JOURNAL OF ALTERNATIVE AND COMPLEMENTARY MEDICINE","1075-5535","1557-7708","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801"
"JOURNAL OF ALZHEIMERS DISEASE","1387-2877","1875-8908","IOS PRESS","NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG"
"JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING","1868-5137","1868-5145","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"JOURNAL OF AMBIENT INTELLIGENCE AND SMART ENVIRONMENTS","1876-1364","1876-1372","IOS PRESS","NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG"
"JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS","0165-2370","1873-250X","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY","0267-9477","1364-5544","ROYAL SOC CHEMISTRY","THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF"
"JOURNAL OF ANALYTICAL CHEMISTRY","1061-9348","1608-3199","PLEIADES PUBLISHING INC","PLEIADES PUBLISHING INC, MOSCOW, RUSSIA, 00000"
"JOURNAL OF ANALYTICAL METHODS IN CHEMISTRY","2090-8865","2090-8873","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"JOURNAL OF ANALYTICAL SCIENCE AND TECHNOLOGY","2093-3134","2093-3371","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"JOURNAL OF ANALYTICAL TOXICOLOGY","0146-4760","1945-2403","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513"
"JOURNAL OF ANATOMY","0021-8782","1469-7580","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF ANESTHESIA","0913-8668","1438-8359","SPRINGER JAPAN KK","SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005"
"JOURNAL OF ANIMAL AND FEED SCIENCES","1230-1388","1230-1388","KIELANOWSKI INST ANIMAL PHYSIOLOGY NUTRITION","UL INSTYTUCKA 3, JABLONNA, POLAND, 05-110"
"JOURNAL OF ANIMAL AND PLANT SCIENCES","1018-7081","1018-7081","PAKISTAN AGRICULTURAL SCIENTISTS FORUM","UNIV VETERINARY & ANIMAL SCIENCES, LAHORE, PAKISTAN, 00000"
"JOURNAL OF ANIMAL BREEDING AND GENETICS","0931-2668","1439-0388","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF ANIMAL ECOLOGY","0021-8790","1365-2656","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION","0931-2439","1439-0396","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF ANIMAL SCIENCE","0021-8812","1525-3163","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513"
"JOURNAL OF ANIMAL SCIENCE AND BIOTECHNOLOGY","2049-1891","2049-1891","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"JOURNAL OF ANIMAL SCIENCE AND TECHNOLOGY","2672-0191","2055-0391","KOREAN SOCIETY ANIMAL SCIENCE & TECHNOLOGY","ROOM 1618, 8-13 GWANGPYEONG-RO 56 GIL, GANGNAM, SEOUL, SOUTH KOREA, 06367"
"JOURNAL OF ANTIBIOTICS","0021-8820","1881-1469","NATURE PUBLISHING GROUP","MACMILLAN BUILDING, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY","0305-7453","1460-2091","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"JOURNAL OF AOAC INTERNATIONAL","1060-3271","1944-7922","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513"
"JOURNAL OF APICULTURAL RESEARCH","0021-8839","2078-6913","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF APICULTURAL SCIENCE","1643-4439","2299-4831","RESEARCH INST POMOLOGY FLORICULTURE, DIV APICULTURE","UL KAZIMIERSKA 2, PULAWY, POLAND, 24-100"
"JOURNAL OF APPLIED ANALYSIS AND COMPUTATION","2156-907X","2158-5644","WILMINGTON SCIENTIFIC PUBLISHER, LLC","890-1 S KERR AVE, WILMINGTON, USA, NC, 28403"
"JOURNAL OF APPLIED ANIMAL RESEARCH","0971-2119","0974-1844","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE","1088-8705","1532-7604","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"JOURNAL OF APPLIED BIOMATERIALS & FUNCTIONAL MATERIALS","2280-8000","2280-8000","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"JOURNAL OF APPLIED BIOMECHANICS","1065-8483","1543-2688","HUMAN KINETICS PUBL INC","1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200"
"JOURNAL OF APPLIED BIOMEDICINE","1214-021X","1214-0287","UNIV SOUTH BOHEMIA","FAC HEALTH & SOCIAL STUD, JIROVCOVA, CESKA BUDEJOVICE, CZECH REPUBLIC, 370 04"
"JOURNAL OF APPLIED BOTANY AND FOOD QUALITY","1439-040X","1439-040X","DRUCKEREI LIDDY HALM","BACKHAUSSTRASSE 9B, GOTTINGEN, GERMANY, 37081"
"JOURNAL OF APPLIED CLINICAL MEDICAL PHYSICS","1526-9914","1526-9914","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF APPLIED CRYSTALLOGRAPHY","0021-8898","1600-5767","INT UNION CRYSTALLOGRAPHY","2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU"
"JOURNAL OF APPLIED ECOLOGY","0021-8901","1365-2664","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF APPLIED ELECTROCHEMISTRY","0021-891X","1572-8838","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"JOURNAL OF APPLIED ENTOMOLOGY","0931-2048","1439-0418","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF APPLIED FLUID MECHANICS","1735-3572","1735-3645","ISFAHAN UNIV TECHNOLOGY","MECHANICAL ENGINEEING DEPT, JAFM OFFICE, ISFAHAN, IRAN, 84156-83111"
"JOURNAL OF APPLIED GENETICS","1234-1983","2190-3883","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"JOURNAL OF APPLIED GEOPHYSICS","0926-9851","1879-1859","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF APPLIED ICHTHYOLOGY","0175-8659","1439-0426","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF APPLIED MATHEMATICS AND COMPUTING","1598-5865","1865-2085","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"JOURNAL OF APPLIED MECHANICS AND TECHNICAL PHYSICS","0021-8944","1573-8620","MAIK NAUKA/INTERPERIODICA/SPRINGER","233 SPRING ST, NEW YORK, USA, NY, 10013-1578"
"JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME","0021-8936","1528-9036","ASME","TWO PARK AVE, NEW YORK, USA, NY, 10016-5990"
"JOURNAL OF APPLIED METEOROLOGY AND CLIMATOLOGY","1558-8424","1558-8432","AMER METEOROLOGICAL SOC","45 BEACON ST, BOSTON, USA, MA, 02108-3693"
"JOURNAL OF APPLIED MICROBIOLOGY","1364-5072","1365-2672","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF APPLIED ORAL SCIENCE","1678-7757","1678-7765","UNIV SAO PAULO FAC ODONTOLOGIA BAURU","AL DR OCTAVIO PINHEIRO BRISOLLA, 9-75, BAURU-SP, BRAZIL, 17012-901"
"JOURNAL OF APPLIED PHYCOLOGY","0921-8971","1573-5176","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"JOURNAL OF APPLIED PHYSICS","0021-8979","1089-7550","AMER INST PHYSICS","1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501"
"JOURNAL OF APPLIED PHYSIOLOGY","8750-7587","1522-1601","AMER PHYSIOLOGICAL SOC","9650 ROCKVILLE PIKE, BETHESDA, USA, MD, 20814"
"JOURNAL OF APPLIED POLYMER SCIENCE","0021-8995","1097-4628","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF APPLIED POULTRY RESEARCH","1056-6171","1537-0437","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"JOURNAL OF APPLIED PROBABILITY","0021-9002","1475-6072","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU"
"JOURNAL OF APPLIED REMOTE SENSING","1931-3195","","SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS","1000 20TH ST, PO BOX 10, BELLINGHAM, USA, WA, 98225"
"JOURNAL OF APPLIED RESEARCH ON MEDICINAL AND AROMATIC PLANTS","2214-7861","2214-7861","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF APPLIED SPECTROSCOPY","0021-9037","1573-8647","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","1041-3200","1533-1571","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF APPLIED STATISTICS","0266-4763","1360-0532","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF APPLIED TOXICOLOGY","0260-437X","1099-1263","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF APPROXIMATION THEORY","0021-9045","1096-0430","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"JOURNAL OF AQUATIC ANIMAL HEALTH","0899-7659","1548-8667","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF AQUATIC FOOD PRODUCT TECHNOLOGY","1049-8850","1547-0636","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"JOURNAL OF AQUATIC PLANT MANAGEMENT","0146-6623","","AQUATIC PLANT MANAGEMENT SOC, INC","PO BOX  821265, VICKSBURG, USA, MS, 39182"
"JOURNAL OF ARACHNOLOGY","0161-8202","1937-2396","AMER ARACHNOLOGICAL SOC","UNIV MARYLAND, DEPT ENTOMOLOGY, 4112 PLANT SCIENCES BLDG, COLLEGE PARK, USA, MD, 20742-4454"
"JOURNAL OF ARCHAEOLOGICAL SCIENCE","0305-4403","1095-9238","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX"
"JOURNAL OF ARID ENVIRONMENTS","0140-1963","1095-922X","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX"
"JOURNAL OF ARID LAND","1674-6767","2194-7783","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"JOURNAL OF ARTHROPLASTY","0883-5403","1532-8406","CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS","CURTIS CENTER, INDEPENDENCE SQUARE WEST, PHILADELPHIA, USA, PA, 19106-3399"
"JOURNAL OF ARTHROPOD-BORNE DISEASES","2322-1984","2322-2271","IRANIAN SCIENTIFIC SOCIETY MEDICAL ENTOMOLOGY","SCHOOL PUBLIC HEALTH & INST HEALTH RESEARCH, TEHRAN UNIV MEDICAL SCIENCES, P O BOX  6446-14155, TEHRAN, IRAN, 00000"
"JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH","1076-9757","1943-5037","AI ACCESS FOUNDATION","USC INFORMATION SCIENCES INST, 4676 ADMIRALITY WAY, MARINA DEL REY, USA, CA, 90292-6695"
"JOURNAL OF ARTIFICIAL ORGANS","1434-7229","1619-0904","SPRINGER JAPAN KK","SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005"
"JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING","1346-7581","1347-2852","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF ASIAN CERAMIC SOCIETIES","2187-0764","2187-0764","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF ASIAN EARTH SCIENCES","1367-9120","1878-5786","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH","1028-6020","1477-2213","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF ASIA-PACIFIC ENTOMOLOGY","1226-8615","1876-7990","KOREAN SOC APPLIED ENTOMOLOGY","NATL INST AGRICULTURAL SCIENCE & TECHNOLOGY, DIVISION ENTOMOLOGY, RDA, 249 SEODUN-DONG, SUWON, SOUTH KOREA, 441-707"
"JOURNAL OF ASSISTED REPRODUCTION AND GENETICS","1058-0468","1573-7330","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013"
"JOURNAL OF ASTHMA","0277-0903","1532-4303","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF ASTHMA AND ALLERGY","1178-6965","1178-6965","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752"
"JOURNAL OF ASTRONOMICAL TELESCOPES INSTRUMENTS AND SYSTEMS","2329-4124","2329-4221","SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS","1000 20TH ST, PO BOX 10, BELLINGHAM, USA, WA, 98225"
"JOURNAL OF ASTROPHYSICS AND ASTRONOMY","0250-6335","0973-7758","INDIAN ACAD SCIENCES","C V RAMAN AVENUE, SADASHIVANAGAR, P B #8005, BANGALORE, INDIA, 560 080"
"JOURNAL OF ATHEROSCLEROSIS AND THROMBOSIS","1340-3478","1880-3873","JAPAN ATHEROSCLEROSIS SOC","NICHINAI-KAIKAN B1, 3-28-8 HONGO BUNKYO-KU, TOKYO, JAPAN, 113-0033"
"JOURNAL OF ATHLETIC TRAINING","1062-6050","1938-162X","NATL ATHLETIC TRAINERS ASSOC INC","2952 STEMMONS FREEWAY, DALLAS, USA, TX, 75247"
"JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY","0739-0572","1520-0426","AMER METEOROLOGICAL SOC","45 BEACON ST, BOSTON, USA, MA, 02108-3693"
"JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS","1364-6826","1879-1824","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"JOURNAL OF ATMOSPHERIC CHEMISTRY","0167-7764","1573-0662","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"JOURNAL OF ATTENTION DISORDERS","1087-0547","1557-1246","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"JOURNAL OF AUTOIMMUNITY","0896-8411","1095-9157","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX"
"JOURNAL OF AUTOMATED REASONING","0168-7433","1573-0670","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"JOURNAL OF AVIAN BIOLOGY","0908-8857","1600-048X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF AVIAN MEDICINE AND SURGERY","1082-6742","1938-2871","ASSOC AVIAN VETERINARIANS","PO BOX 811720, BOCA RATON, USA, FL, 33481"
"JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION","1053-8127","1878-6324","IOS PRESS","NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG"
"JOURNAL OF BACTERIOLOGY","0021-9193","1098-5530","AMER SOC MICROBIOLOGY","1752 N ST NW, WASHINGTON, USA, DC, 20036-2904"
"JOURNAL OF BASIC MICROBIOLOGY","0233-111X","1521-4028","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF BEHAVIORAL ADDICTIONS","2062-5871","2063-5303","AKADEMIAI KIADO ZRT","BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117"
"JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH","1094-3412","1556-3308","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"JOURNAL OF BERRY RESEARCH","1878-5093","1878-5123","IOS PRESS","NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG"
"JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS","0883-9115","1530-8030","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"JOURNAL OF BIOBASED MATERIALS AND BIOENERGY","1556-6560","1556-6579","AMER SCIENTIFIC PUBLISHERS","26650 THE OLD RD, STE 208, VALENCIA, USA, CA, 91381-0751"
"JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY","1095-6670","1099-0461","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF BIOCHEMISTRY","0021-924X","1756-2651","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"JOURNAL OF BIOENERGETICS AND BIOMEMBRANES","0145-479X","1573-6881","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013"
"JOURNAL OF BIOETHICAL INQUIRY","1176-7529","1872-4353","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"JOURNAL OF BIOGEOGRAPHY","0305-0270","1365-2699","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF BIOINFORMATICS AND COMPUTATIONAL BIOLOGY","0219-7200","1757-6334","IMPERIAL COLLEGE PRESS","57 SHELTON ST, COVENT GARDEN, LONDON, ENGLAND, WC2H 9HE"
"JOURNAL OF BIOLOGICAL CHEMISTRY","0021-9258","1083-351X","AMER SOC BIOCHEMISTRY MOLECULAR BIOLOGY INC","11200 ROCKVILLE PIKE, SUITE 302, ROCKVILLE, United States, MD, 20852"
"JOURNAL OF BIOLOGICAL DYNAMICS","1751-3758","1751-3766","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF BIOLOGICAL EDUCATION","0021-9266","2157-6009","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"JOURNAL OF BIOLOGICAL ENGINEERING","1754-1611","1754-1611","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY","0949-8257","1432-1327","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"JOURNAL OF BIOLOGICAL PHYSICS","0092-0606","1573-0689","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS","0393-974X","1724-6083","BIOLIFE SAS","VIA S STEFANO 39 BIS, SILVA MARINA (TE), ITALY, 64029"
"JOURNAL OF BIOLOGICAL RESEARCH-THESSALONIKI","1790-045X","2241-5793","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"JOURNAL OF BIOLOGICAL RHYTHMS","0748-7304","1552-4531","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"JOURNAL OF BIOLOGICAL SYSTEMS","0218-3390","1793-6470","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224"
"JOURNAL OF BIOMATERIALS AND TISSUE ENGINEERING","2157-9083","2157-9091","AMER SCIENTIFIC PUBLISHERS","26650 THE OLD RD, STE 208, VALENCIA, USA, CA, 91381-0751"
"JOURNAL OF BIOMATERIALS APPLICATIONS","0885-3282","1530-8022","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"JOURNAL OF BIOMATERIALS SCIENCE-POLYMER EDITION","0920-5063","1568-5624","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME","0148-0731","1528-8951","ASME","TWO PARK AVE, NEW YORK, USA, NY, 10016-5990"
"JOURNAL OF BIOMECHANICS","0021-9290","1873-2380","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"JOURNAL OF BIOMEDICAL INFORMATICS","1532-0464","1532-0480","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A","1549-3296","1552-4965","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS","1552-4973","1552-4981","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF BIOMEDICAL NANOTECHNOLOGY","1550-7033","1550-7041","AMER SCIENTIFIC PUBLISHERS","26650 THE OLD RD, STE 208, VALENCIA, USA, CA, 91381-0751"
"JOURNAL OF BIOMEDICAL OPTICS","1083-3668","1560-2281","SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS","1000 20TH ST, PO BOX 10, BELLINGHAM, USA, WA, 98225"
"JOURNAL OF BIOMEDICAL SCIENCE","1021-7770","1423-0127","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"JOURNAL OF BIOMEDICAL SEMANTICS","2041-1480","2041-1480","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"JOURNAL OF BIOMOLECULAR NMR","0925-2738","1573-5001","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS","0739-1102","1538-0254","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"JOURNAL OF BIONIC ENGINEERING","1672-6529","2543-2141","SPRINGER SINGAPORE PTE LTD","#04-01 CENCON I, 1 TANNERY RD, SINGAPORE, SINGAPORE, 347719"
"JOURNAL OF BIOPHARMACEUTICAL STATISTICS","1054-3406","1520-5711","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"JOURNAL OF BIOPHOTONICS","1864-063X","1864-0648","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451"
"JOURNAL OF BIOSCIENCE AND BIOENGINEERING","1389-1723","1347-4421","SOC BIOSCIENCE BIOENGINEERING JAPAN","OSAKA UNIV, FACULTY ENGINEERING, 2-1 YAMADAOKA, SUITA, OSAKA, JAPAN, 565-0871"
"JOURNAL OF BIOSCIENCES","0250-5991","0973-7138","INDIAN ACAD SCIENCES","C V RAMAN AVENUE, SADASHIVANAGAR, P B #8005, BANGALORE, INDIA, 560 080"
"JOURNAL OF BIOTECHNOLOGY","0168-1656","1873-4863","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME","0021-9355","1535-1386","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"JOURNAL OF BONE AND MINERAL METABOLISM","0914-8779","1435-5604","SPRINGER JAPAN KK","SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005"
"JOURNAL OF BONE AND MINERAL RESEARCH","0884-0431","1523-4681","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF BONE ONCOLOGY","2212-1374","2212-1374","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF BREAST CANCER","1738-6756","2092-9900","KOREAN BREAST CANCER SOC","163 SINMUNRO 1-GA JONGRO-GU, OFFICIA  BUILDING, SUITE 2024, SEOUL, SOUTH KOREA, 110-999"
